1670028776.065018,0
1670028776.169723,45
1670028776.275520,89
1670028776.380910,100
1670028776.490049,100
1670028776.596881,100
1670028776.707622,99
1670028776.813356,100
1670028776.919654,100
1670028777.028646,99
1670028777.135384,99
1670028777.245430,100
1670028777.350327,100
1670028777.459335,100
1670028777.593113,42
1670028777.701121,80
1670028777.810258,79
1670028777.914612,51
1670028778.029070,40
1670028778.143052,52
1670028778.255093,58
1670028778.371632,58
1670028778.488451,55
1670028778.597911,55
1670028778.704012,55
1670028778.811694,63
1670028778.916933,88
1670028779.035871,67
1670028779.147929,57
1670028779.257090,59
1670028779.364694,63
1670028779.475380,68
1670028779.587249,73
1670028779.699552,82
1670028779.811920,81
1670028779.923024,55
1670028780.033006,63
1670028780.142953,64
1670028780.251725,62
1670028780.359418,73
1670028780.465590,78
1670028780.581008,83
1670028780.687354,73
1670028780.793469,56
1670028780.899216,55
1670028781.015157,55
1670028781.124960,55
1670028781.230269,56
1670028781.337043,54
1670028781.446241,54
1670028781.551690,56
1670028781.661810,55
1670028781.823031,51
1670028781.944924,56
1670028782.112796,55
1670028782.219806,56
1670028782.334219,56
1670028782.444597,56
1670028782.558676,55
1670028782.664142,57
1670028782.780090,56
1670028782.906657,58
1670028783.016925,59
1670028783.132073,59
1670028783.242272,58
1670028783.353181,57
1670028783.465434,57
1670028783.575207,58
1670028783.680229,58
1670028783.786114,59
1670028783.926618,59
1670028784.045728,62
1670028784.157973,58
1670028784.273698,59
1670028784.420217,58
1670028784.644052,60
1670028784.758501,57
1670028784.866420,60
1670028784.988226,60
1670028785.102008,61
1670028785.210020,62
1670028785.321154,59
1670028785.431598,60
1670028785.541637,60
1670028785.649956,60
1670028785.764051,61
1670028785.881725,61
1670028786.003857,68
1670028786.164684,71
1670028786.274970,73
1670028786.391095,80
1670028786.497828,82
1670028786.602691,91
1670028786.710814,91
1670028786.817626,80
1670028786.927303,65
1670028787.031524,65
1670028787.143628,70
1670028787.264871,68
1670028787.378329,72
1670028787.494593,83
1670028787.612885,83
1670028787.726653,92
1670028787.831142,94
1670028787.944480,70
1670028788.082390,66
1670028788.211446,70
1670028788.322843,70
1670028788.431000,75
1670028788.545393,73
1670028788.650602,85
1670028788.763602,86
1670028788.872443,97
1670028788.979488,93
1670028789.087063,81
1670028789.195942,67
1670028789.303850,64
1670028789.412325,65
1670028789.520247,65
1670028789.650017,66
1670028789.769696,67
1670028789.880511,67
1670028789.992843,67
1670028790.105180,66
1670028790.211965,67
